대표감정,세부감정,대화,text,rep_emotion
행복,자부심,나에게 주어진 이 기회를 완벽하게 살려냈어.,,
행복,자부심,이젠 어떤 비난에도 상처받지 않을 만큼 단단해졌어.,,
행복,자부심,내 이름을 걸고 세상에 내놓을 수 있는 결과가 생겼어.,,
행복,자부심,내가 가진 지식이 세상을 더 나은 곳으로 만들 거야.,,
행복,자부심,이젠 나는 어떤 곳에서도 환영받는 존재가 되었어.,,
행복,자부심,내 노력의 과정을 모두가 인정해주는 게 가장 기뻐.,,
행복,자부심,나는 내가 가진 이 긍정적인 힘을 믿어.,,
행복,자부심,이젠 내가 이룬 것들을 마음껏 즐길 자격이 있어.,,
행복,자부심,내 존재 자체가 누군가에게 영감이 된다는 게 행복해.,,
행복,자부심,이젠 내 삶의 모든 페이지를 내가 원하는 대로 채울 거야.,,
행복,자부심,내가 가진 철학과 신념을 끝까지 지켜냈어.,,
행복,자부심,이젠 어떤 유혹에도 흔들리지 않을 만큼 확고해졌어.,,
행복,자부심,내 인생의 가장 중요한 결정을 내가 스스로 내렸어.,,
행복,자부심,내가 만들어낸 가치가 영원히 지속될 거라는 확신이 들어.,,
행복,자부심,이젠 내가 이 분야의 새로운 기준을 제시할 수 있어.,,
행복,자부심,나는 내가 가진 모든 것을 아낌없이 보여줄 거야.,,
행복,자부심,내가 이룬 것들을 바라보니 절로 어깨가 펴진다.,,
행복,자부심,이젠 나의 모든 과거와 현재를 자랑스럽게 여겨.,,
행복,자부심,내가 가진 능력으로 세상을 도울 수 있어서 보람을 느껴.,,
행복,자부심,이젠 내 삶의 모든 부분이 성공적으로 운영되고 있어.,,
행복,자부심,나를 믿어준 사람들에게 최고의 결과로 보답했어.,,
행복,자부심,이젠 어떤 것도 나를 멈추게 할 수 없을 거야.,,
행복,자부심,내 이름이 사람들에게 희망을 준다는 사실에 긍지를 느껴.,,
행복,자부심,내가 이룬 업적이 영원히 기억될 거라는 확신이 들어.,,
행복,자부심,이젠 내가 가진 모든 것을 당당하게 주장할 수 있어.,,
행복,자부심,내 인생의 다음 챕터가 너무 기대돼서 설레.,,
행복,자부심,나는 내가 가진 지식과 경험을 최고의 자산으로 여겨.,,
행복,자부심,이젠 어떤 어려움도 나를 무너뜨릴 수 없어.,,
행복,자부심,내가 가진 열정이 이런 엄청난 결과를 만들어냈어.,,
행복,자부심,이젠 내 삶의 모든 부분을 내가 원하는 대로 통제할 수 있어.,,
행복,자부심,나를 향한 사람들의 존경심이 느껴져서 행복해.,,
행복,자부심,이젠 어떤 실수에도 나 자신을 비난하지 않을 거야.,,
행복,자부심,내가 가진 이 모든 것은 정당한 노력의 결실이야.,,
행복,자부심,이젠 내 삶의 모든 순간을 스스로 축하할 수 있어.,,
행복,자부심,나는 내가 가진 가능성을 믿고 계속 전진할 거야.,,
행복,자부심,이젠 나의 모든 결정을 스스로 존중할 수 있어.,,
행복,자부심,내가 이룬 성공은 모두에게 좋은 영향을 줄 거야.,,
행복,자부심,이젠 내 삶의 모든 부분이 자랑스럽게 느껴져.,,
행복,자부심,내가 가진 능력으로 세상을 더 아름답게 만들 거야.,,
행복,자부심,이젠 어떤 것도 나를 방해할 수 없을 만큼 단단해졌어.,,
행복,자부심,내가 가진 이 모든 것은 노력의 증거야.,,
행복,자부심,이젠 내 삶의 모든 순간을 긍정적인 에너지로 채울 거야.,,
행복,자부심,나는 내가 가진 모든 것을 세상에 당당하게 보여줄 거야.,,
행복,자부심,이젠 어떤 상황에서도 나의 긍지를 지켜낼 거야.,,
행복,자부심,내가 이룬 성공 덕분에 주변 사람들이 행복해하는 걸 보니 기뻐.,,
행복,자부심,이젠 내 삶의 모든 부분이 완벽하게 느껴져.,,
행복,자부심,내가 가진 지혜와 용기가 나를 여기까지 이끌었어.,,
행복,자부심,이젠 어떤 어려움도 나에게는 성장의 밑거름일 뿐이야.,,
행복,자부심,나는 내가 가진 모든 것에 감사하고 자부심을 느껴.,,
행복,자부심,이젠 내 삶의 모든 순간을 당당하게 살아갈 거야.,,
행복,자부심,내가 이룬 업적은 영원히 기록될 거야.,,
행복,자부심,이젠 내 삶의 모든 부분이 나에게는 긍지야.,,
행복,자부심,내가 가진 능력으로 세상을 더 풍요롭게 만들 거야.,,
행복,자부심,이젠 어떤 것도 나를 흔들 수 없을 만큼 강해졌어.,,
행복,자부심,내가 이룬 것들을 바라보니 스스로에게 감격한다.,,
행복,자부심,이젠 내 삶의 모든 순간이 나에게는 자랑이야.,,
행복,자부심,이 세상에서 가장 멋진 사람은 바로 나라고 자신해!,,
심심,지루,하루가 너무 느리게 간다  ,,
심심,지루,아무 일도 없으니까 시간만 흘러  ,,
심심,지루,게임도 이제 질려서 안 해  ,,
심심,지루,폰만 만지다가 하루가 다 갔어  ,,
심심,지루,오늘은 특별한 일 없이 그냥 흘러갔어  ,,
심심,지루,같은 영상만 반복해서 보고 있어  ,,
심심,지루,웃을 일도 없고 울 일도 없네  ,,
심심,지루,그냥 아무 일도 없었으면 좋겠어  ,,
심심,지루,라디오 소리가 유일한 소리야  ,,
심심,지루,딱히 배고프지도 않아서 밥도 안 먹었어  ,,
심심,지루,오늘은 유난히 하루가 길어  ,,
심심,지루,그냥 멍하니 누워 있었어  ,,
심심,지루,창밖을 봐도 아무 느낌이 없어  ,,
심심,지루,무슨 요일인지 모르겠어  ,,
심심,지루,할 말도 없고 들을 말도 없어  ,,
심심,지루,폰 알림이 하나도 안 와서 조용해  ,,
심심,지루,유튜브도 다 똑같은 내용이야  ,,
심심,지루,같은 루틴이 반복되니까 재미가 없어  ,,
심심,지루,시간이 너무 안 가서 시계를 계속 봤어  ,,
심심,지루,이불 속이 제일 편하긴 한데 답답해  ,,
심심,지루,그냥 하루를 대충 흘려보냈어  ,,
심심,지루,밖에 나가기도 귀찮아  ,,
심심,지루,그냥 아무 생각 없이 누워 있었어  ,,
심심,지루,대화창을 열어봐도 쓸 말이 없어  ,,
심심,지루,할 게 없으니까 괜히 냉장고 열었다 닫았다 해  ,,
심심,지루,소파에 누워서 시간만 보냈어  ,,
심심,지루,하품이 계속 나와서 짜증나  ,,
심심,지루,같은 음악만 반복해서 듣고 있어  ,,
심심,지루,뭘 해도 집중이 안 돼  ,,
심심,지루,그냥 조용한 하루였어  ,,
심심,지루,폰 배터리만 닳고 있어  ,,
심심,지루,아무것도 하기 싫은데 아무 일도 안 해  ,,
심심,지루,시간이 멈춘 것 같아  ,,
심심,지루,오늘 하루는 진짜 아무 일도 없었어  ,,
심심,지루,누워 있다 보니까 그냥 하루가 지나갔네  ,,
심심,지루,같은 길 같은 풍경만 반복돼  ,,
심심,지루,사람들 다 바쁜데 나만 멍하니 있네  ,,
심심,지루,하루종일 방 안에 있었어  ,,
심심,지루,티비를 켜도 흥미가 안 생겨  ,,
심심,지루,대화 없이 조용한 하루였어  ,,
심심,지루,폰을 봐도 할 게 없어  ,,
심심,지루,오늘도 어제랑 똑같았어  ,,
심심,지루,하루종일 누워 있었더니 더 피곤해졌어  ,,
심심,지루,요즘은 다 귀찮아서 그냥 넘겨  ,,
심심,지루,재미있는 게 하나도 없어  ,,
심심,지루,음악도 들었는데 금방 질렸어  ,,
심심,지루,아무 자극도 없으니까 멍해져  ,,
심심,지루,방 안이 너무 조용해서 더 따분해  ,,
심심,지루,뉴스도 다 똑같은 얘기뿐이야  ,,
심심,지루,폰을 봐도 볼 게 없어  ,,
심심,지루,그냥 조용히 시간을 보내고 있어  ,,
심심,지루,다음 날이 와도 다를 게 없겠지  ,,
심심,지루,이야기할 주제조차 없네  ,,
심심,지루,같은 하루가 반복되는 느낌이야  ,,
심심,지루,폰만 보다 보니 눈이 아파  ,,
심심,지루,딱히 웃을 일도 없었어  ,,
심심,지루,카톡도 안 와서 더 조용해  ,,
심심,지루,그냥 자려고 누웠는데 잠이 안 와  ,,
심심,지루,지루해서 괜히 물 한 잔 마셨다  ,,
심심,지루,오늘 하루는 그냥 흘러갔어  ,,
심심,지루,창문 밖 하늘이 똑같아 보여  ,,
심심,지루,일어나서 뭐 할지 생각조차 안 나  ,,
심심,지루,그냥 피곤하지도 않은데 눕고 싶어  ,,
심심,지루,같은 음악만 돌려 들으니까 더 질려  ,,
심심,지루,폰을 던져놔도 다시 집게 돼  ,,
심심,지루,그냥 멍하게 앉아 있었어  ,,
심심,지루,시간이 너무 느리게 흘러서 답답해  ,,
심심,지루,방안에 공기만 돌고 있어  ,,
심심,지루,책을 펴봤는데 금방 덮었어  ,,
심심,지루,그냥 아무 생각도 안 하고 있었어  ,,
심심,지루,할 일이 없으니까 괜히 피곤해  ,,
심심,지루,조용히 하루를 넘기고 싶어  ,,
심심,지루,방 안이 너무 조용해서 이상해  ,,
심심,지루,폰 충전만 세 번은 한 것 같아  ,,
심심,지루,그냥 오늘은 의미 없이 지나갔어  ,,
심심,지루,밖에 비가 오는데 나갈 생각은 없어  ,,
심심,지루,그냥 아무런 감정이 안 들어  ,,
심심,지루,하루가 참 길었는데도 남는 게 없어  ,,
심심,지루,일어나서도 누워 있고 싶었어  ,,
심심,지루,라디오 틀어놔도 흥미가 없어  ,,
심심,지루,딱히 할 말이 없는 하루야  ,,
심심,지루,그냥 조용히 있었어  ,,
심심,지루,할 일이 없어서 폰만 만졌어  ,,
심심,지루,오늘은 그냥 모든 게 심심해  ,,
심심,지루,창문을 열었는데 공기마저 심심해  ,,
심심,지루,딱히 생각나는 게 없어  ,,
심심,지루,그냥 몸만 움직이고 마음은 멈춘 것 같아  ,,
심심,지루,시간이 너무 천천히 흘러  ,,
심심,지루,그냥 아무 자극도 없는 하루였어  ,,
심심,지루,오늘도 별다를 것 없이 지나갔어  ,,
심심,지루,그냥 눈 감고 누워 있었어  ,,
심심,지루,다음 주도 똑같을 것 같아  ,,
심심,지루,그냥 의미 없는 하루였어  ,,
심심,심심,오늘 하루 왜 이렇게 길지  ,,
심심,심심,폰만 만지다가 시간 다 갔어  ,,
심심,심심,심심해서 냉장고만 열었다 닫았다 했어  ,,
심심,심심,볼 것도 없는데 유튜브만 계속 돌려보고 있어  ,,
심심,심심,아무 생각 없이 누워만 있었어  ,,
심심,심심,심심해서 친구한테 톡했는데 답이 없어  ,,
심심,심심,할 게 없어서 그냥 멍하니 앉아 있었어  ,,
심심,심심,심심하니까 배도 고픈 느낌이야  ,,
심심,심심,집에 있는데 괜히 나가고 싶다  ,,
심심,심심,TV는 켜놨는데 하나도 안 재밌어  ,,
심심,심심,심심해서 괜히 청소하다 말았어  ,,
심심,심심,심심하니까 이상한 생각만 나  ,,
심심,심심,누가 나랑 놀아줬으면 좋겠다  ,,
심심,심심,심심해서 게임 켰다가 금방 껐어  ,,
심심,심심,혼자 있으니까 더 심심하다  ,,
심심,심심,시간이 안 가는 기분이야  ,,
심심,심심,심심해서 쇼핑몰만 구경 중이야  ,,
심심,심심,심심해서 노래만 계속 틀고 있어  ,,
심심,심심,아무도 연락이 없네 심심해 죽겠다  ,,
심심,심심,심심해서 밥 먹는 중이야 별 이유는 없어  ,,
심심,심심,심심해서 강아지랑 놀아줬어  ,,
심심,심심,심심하니까 괜히 창밖만 보고 있어  ,,
심심,심심,이 시간대가 제일 심심해  ,,
심심,심심,심심해서 하늘 구경하고 있어  ,,
심심,심심,심심해서 머리라도 감았어  ,,
심심,심심,누워서 천장만 보고 있었어  ,,
심심,심심,심심하니까 괜히 군것질하게 돼  ,,
심심,심심,심심해서 드라마 시작했는데 별로야  ,,
심심,심심,심심하니까 괜히 방 분위기를 바꾸고 싶어  ,,
심심,심심,심심해서 뉴스까지 다 봤어  ,,
심심,심심,심심해서 쓸데없이 알람 맞춰놨어  ,,
심심,심심,심심하니까 자꾸 냉장고 문 열게 돼  ,,
심심,심심,심심해서 인스타만 보고 있어  ,,
심심,심심,심심해서 아무 말 대잔치 중이야  ,,
심심,심심,심심하니까 괜히 방 청소했어  ,,
심심,심심,심심해서 게임 설치했는데 하기 싫어졌어  ,,
심심,심심,심심해서 예전 사진들 구경 중이야  ,,
심심,심심,심심해서 그냥 돌아다니는 중이야  ,,
심심,심심,심심해서 웹툰 정주행 중이야  ,,
심심,심심,심심하니까 괜히 웃긴 밈 찾아보고 있어  ,,
심심,심심,심심해서 다이어리 쓰는 중이야  ,,
심심,심심,심심하니까 손톱만 만지고 있어  ,,
심심,심심,심심해서 친구 이름 검색해봤어  ,,
심심,심심,심심하니까 아무 생각 없이 스크롤 중이야  ,,
심심,심심,심심해서 노래 따라 부르는 중이야  ,,
심심,심심,심심해서 강아지랑 눈싸움했어  ,,
심심,심심,심심하니까 괜히 웃기기도 해  ,,
심심,심심,심심해서 방 구석을 바라보고 있어  ,,
심심,심심,심심해서 짝사랑했던 사람 생각났어  ,,
심심,심심,심심하니까 커피라도 한잔하려고  ,,
심심,심심,심심해서 폰 배터리 다 닳았다  ,,
심심,심심,심심해서 하루가 길게 느껴져  ,,
심심,심심,심심해서 빨래 돌리고 있어  ,,
심심,심심,심심하니까 괜히 자책하게 돼  ,,
심심,심심,심심해서 이불 개다가 멈췄어  ,,
심심,심심,심심해서 괜히 방 구경 중이야  ,,
심심,심심,심심해서 휴대폰 충전기만 만지고 있어  ,,
심심,심심,심심해서 괜히 알람 맞춰놨다가 지웠어  ,,
심심,심심,심심해서 가족한테 전화를 걸었어  ,,
심심,심심,심심하니까 말 한마디 하고 싶어  ,,
심심,심심,심심해서 TV 소리만 켜놨어  ,,
심심,심심,심심하니까 그냥 잠이나 잘까 싶다  ,,
심심,심심,심심해서 침대 위에서 뒤척였어  ,,
심심,심심,심심해서 방 불 껐다 켰다 함  ,,
심심,심심,심심해서 냉장고 문만 열었다 닫았다  ,,
심심,심심,심심해서 스피커로 노래 켜놨어  ,,
심심,심심,심심해서 친구 SNS만 구경했어  ,,
심심,심심,심심하니까 괜히 손에 펜을 쥐게 돼  ,,
심심,심심,심심해서 유튜브 알고리즘 다 봤어  ,,
심심,심심,심심하니까 뭔가 만들어보고 싶어  ,,
심심,심심,심심해서 종이에 낙서 중이야  ,,
심심,심심,심심하니까 옛날 노래 틀어봤어  ,,
심심,심심,심심해서 휴대폰 잠금 풀었다 다시 잠궜어  ,,
심심,심심,심심해서 베개를 꼭 껴안았어  ,,
심심,심심,심심해서 시계를 계속 보고 있어  ,,
심심,심심,심심해서 유통기한 확인 중이야  ,,
심심,심심,심심하니까 괜히 웃음이 나  ,,
