심심,하품,하품하면서 뭔가 재밌는 일 없을까 생각했어  
심심,하품,하품하다가 나도 모르게 멍해졌어  
심심,하품,하품이 나와서 물 마셨는데 또 나와  
심심,하품,하품하면서 하루가 느리게 간다  
심심,하품,하품하다가 결국 소파에 누워버렸어  
심심,하품,하품하다가 시간 확인만 다섯 번은 했어  
심심,하품,심심해서 하품 나오는 것도 이제 익숙해  
심심,하품,하품이 입에서 멈추질 않아  
심심,하품,하품하다가 휴대폰 놓칠 뻔했어  
심심,하품,아무 자극이 없으니까 하품만 나와  
심심,하품,하품이 너무 자주 나와서 웃겨  
심심,하품,하품이 터져서 주변 사람 놀랐어  
심심,하품,하품하다가 갑자기 잠이 확 깼어  
심심,하품,심심한 하루에 하품만 채워지고 있어  
심심,하품,하품이 계속 나와서 턱이 아파  
심심,하품,하품하다가 목이 늘어날 것 같아  
심심,하품,하품이 너무 커서 눈물이 나왔어  
심심,하품,심심한데 하품은 멈추질 않아  
심심,하품,하품하고 하품 따라오는 게 너무 웃겨  
심심,하품,하품할 때마다 시간이 멈춘 기분이야  
심심,하품,하품만 하다가 하루가 지나갈 듯  
심심,하품,하품이 이렇게 많이 나오는 건 처음이야  
심심,하품,하품하다가 손톱만 보고 있었어  
심심,하품,심심하니까 하품도 심심해 보여  
심심,하품,하품이랑 멍 때리기밖에 안 하는 하루야  
심심,하품,하품하다가 문득 웃음 나왔어  
심심,하품,하품이 너무 잦아서 커피도 소용없어  
심심,하품,하품하다가 음악 바꾸고 또 하품했어  
심심,하품,하품이 이어지니까 입이 아플 정도야  
심심,하품,하품이 나서 고개를 젖혔더니 목이 뻐근해  
심심,하품,심심해서 하품으로 시간 보내는 중이야  
심심,하품,하품하면서 괜히 웃음이 나왔어  
심심,하품,하품하다가 숨이 막힐 뻔했어  
심심,하품,하품이 너무 크게 나와서 주변이 조용해졌어  
심심,하품,하품하다가 눈물이 났는데 웃겼어  
심심,하품,하품이 이렇게 재밌을 수도 있구나  
심심,하품,하품이 나서 하늘만 보고 있었어  
심심,하품,하품하면서 오늘 하루도 천천히 가고 있어  
심심,하품,하품이 터져서 고양이가 깜짝 놀랐어  
심심,하품,심심해서 하품하다가 웃겨서 또 하품했어  
심심,하품,하품이 멈추질 않아서 나중엔 그냥 포기했어  
심심,하품,하품하다가 눈이 감겨서 살짝 졸았어  
심심,하품,하품이 습관처럼 나와서 웃겼어  
심심,하품,하품하면서 오늘도 아무 일 없이 지나가고 있어  
심심,하품,하품하다가 숨 크게 쉬니까 기분이 조금 나아졌어  
심심,하품,하품만 하다가 저녁이 됐어  
심심,하품,하품하면서 가만히 있으니까 시간도 멈춘 것 같아  
심심,하품,하품이 나서 몸을 쭉 폈더니 기분이 조금 풀렸어  
심심,하품,하품하다가 괜히 하늘을 봤어  
심심,하품,하품이 터질 때마다 내 얼굴이 웃기다  
심심,하품,하품이 하루의 절반을 차지한 느낌이야  
심심,하품,하품이 나서 기지개 켜다가 하늘을 봤어  
심심,하품,하품하다가 시간 가는 줄 몰랐어  
심심,하품,하품이 너무 많아서 얼굴 근육이 뻐근해  
심심,하품,하품이 나서 물 마시고 다시 하품했어  
심심,하품,하품하면서 생각도 멈춘 하루야  
심심,하품,하품이 멈추질 않아서 그냥 웃음 나와  
심심,하품,하품하다가 문득 조용함이 좋게 느껴졌어  
심심,하품,하품이 나도 웃을 수 있는 하루면 괜찮지  

심심,장난,심심해서 친구한테 아무 말이나 해봤어  
심심,장난,괜히 전화해서 놀래켜봤어  
심심,장난,고양이한테 말 걸었는데 시큰둥하더라  
심심,장난,심심해서 이모티콘만 계속 보내봤어  
심심,장난,친구 이름 부르고 도망쳤어  
심심,장난,혼자 거울 보고 표정 놀이 중이야  
심심,장난,동생 놀래켜서 한 대 맞았어  
심심,장난,괜히 손가락으로 공중에 그림 그리고 있어  
심심,장난,누가 답장 안 하니까 일부러 또 보냈어  
심심,장난,리모컨 숨겨놓고 가족 반응 보고 웃었어  
심심,장난,심심해서 카톡 프로필 사진 계속 바꿔봤어  
심심,장난,이모티콘만 연속으로 보내니까 다 읽씹하더라  
심심,장난,반려식물한테 오늘 어땠냐고 물어봤어  
심심,장난,심심해서 친구 이름으로 이상한 별명 만들었어  
심심,장난,방금 의자 삐걱거려서 내 웃음 터졌어  
심심,장난,종이 던져서 쓰레기통 슛 성공  
심심,장난,심심해서 벽에다 얼굴 그려놨어  
심심,장난,괜히 노래 틀고 혼자 춤췄어  
심심,장난,형이 자는 척하길래 살짝 콕 찔러봤어  
심심,장난,친구 이름 저장명을 장난스럽게 바꿨어  
심심,장난,하품하다 갑자기 손으로 하트 만들었어  
심심,장난,심심해서 카톡으로 삼행시 보냈어  
심심,장난,리모컨 버튼 마구 눌러봤어  
심심,장난,동생 몰래 과자 하나 빼먹었어  
심심,장난,지금 고양이랑 눈싸움 중이야  
심심,장난,친구한테 “야” 하고 도망감  
심심,장난,심심해서 그림판 켜서 낙서했어  
심심,장난,책상에 손가락으로 리듬 두드리는 중이야  
심심,장난,갑자기 친구한테 퀴즈 내봤어  
심심,장난,핸드폰 시리한테 장난쳤더니 대답도 웃겨  
심심,장난,심심해서 냉장고 열었다 닫았다 중  
심심,장난,강아지랑 시선 싸움하다가 졌어  
심심,장난,친구한테 장난 문자 보냈는데 진심으로 믿었어  
심심,장난,누워서 발로 리모컨 잡기 도전 중  
심심,장난,심심해서 이름 거꾸로 불러봤어  
심심,장난,창문에 김 서려서 그림 그리고 있어  
심심,장난,지루해서 손가락으로 탁자 두드리고 놀았어  
심심,장난,심심해서 팔베개하고 혼자 이야기 중이야  
심심,장난,벽에 붙은 그림자랑 하이파이브했어  
심심,장난,친구가 보내준 사진에 낙서했어  
심심,장난,심심해서 알람 이름을 웃기게 바꿔봤어  
심심,장난,오늘은 냉장고 문이랑 대화했어  
심심,장난,심심해서 손톱으로 탁자에 글씨 새겨봤어  
심심,장난,리모컨으로 총놀이하는 중이야  
심심,장난,가족 이름을 영어로 말장난해봤어  
심심,장난,심심해서 카메라 켜고 이상한 표정 찍었어  
심심,장난,혼자서 웃긴 짤 찾아보다 빵 터졌어  
심심,장난,심심해서 노래 제목으로 삼행시 만들어봤어  
심심,장난,손가락으로 하트 만들고 셀카 찍었어  
심심,장난,심심해서 친구한테 “뭐해”만 열 번 보냈어  
심심,장난,장난으로 알람을 새벽 세 시에 맞췄어  
심심,장난,심심해서 휴지 심으로 망원경 만들어봤어  
심심,장난,동생 신발에 양말 넣어놨다가 들켰어  
심심,장난,지금 거울 보고 이상한 표정 연습 중  
심심,장난,심심해서 전화 목소리 바꿔봤어  
심심,장난,리모컨으로 드럼 연주하는 척했어  
심심,장난,심심해서 팔 베고 노래 흥얼거렸어  
심심,장난,친구한테 장난스럽게 고백해봤어  
심심,장난,강아지 귀에 살짝 속삭였어  
심심,장난,심심해서 인터넷 밈 따라 해봤어  
심심,장난,친구한테 “나 꿈에 나왔어”라고 장난쳤어  
심심,장난,손가락으로 공중에 글자 쓰는 중이야  
심심,장난,동생 놀래키려다 내가 더 놀랐어  
심심,장난,심심해서 라디오 DJ 흉내 내봤어  
심심,장난,핸드폰 카메라 켜고 이상한 각도 찾는 중  
심심,장난,친구 사진에 수염 그려봤어  
심심,장난,심심해서 바닥 패턴 세면서 놀았어  
심심,장난,리모컨 들고 뉴스 앵커 흉내 중이야  
심심,장난,심심해서 가족한테 갑자기 “야!” 외쳤어  
심심,장난,쿠션 던져서 골대 놀이 중이야  
심심,장난,심심해서 하늘에 손 흔들었어  
심심,장난,친구 이름 세 글자로 시 지었어  
심심,장난,심심해서 냉장고 문 세 번 열었다 닫았어  
심심,장난,지금 고양이 꼬리 살짝 만지고 도망침  
심심,장난,심심해서 손가락으로 리듬 만들고 있어  
심심,장난,거울 보며 표정 따라하기 놀이 중이야  
심심,장난,심심해서 친구한테 수수께끼 냈어  
심심,장난,리모컨으로 마이크 잡는 척했어  
심심,장난,혼자서 “하이”라고 인사해봤어  
심심,장난,심심해서 전화 목소리 흉내 냈어  
심심,장난,컵에다 물 담고 소리 내봤어  
심심,장난,심심해서 TV에 나오는 사람 따라 말했어  
심심,장난,친구 이름 끝에 님 붙여서 부르니까 웃겼어  
심심,장난,심심해서 알파벳 거꾸로 말해봤어  
심심,장난,강아지한테 손 흔들었는데 무시당했어  
심심,장난,심심해서 손가락으로 그림자 놀이했어  
심심,장난,친구 목소리 흉내 냈더니 똑같다고 함  
심심,장난,심심해서 장난으로 알람 시간 바꿨다가 혼났어  
심심,장난,휴대폰 카메라로 하늘 찍고 얼굴 합성해봤어  
심심,장난,심심해서 TV 속 인물한테 대답했어  
심심,장난,리모컨 던져서 책 위에 올려보기 도전 중  
심심,장난,심심해서 입으로 드럼 소리 내고 있어  
심심,장난,친구 카톡 이름에 이상한 이모티콘 달았어  
심심,장난,심심해서 사진에 낙서하다 시간 다 갔어  
심심,장난,장난으로 내 목소리 녹음해봤어  
심심,장난,심심해서 숫자 세다가 까먹었어  
심심,장난,리모컨으로 기타 치는 흉내 냈어  
심심,장난,심심해서 하품하다 장난처럼 노래 나왔어  
심심,장난,친구한테 “심심하다” 연속 세 번 보냈어  
심심,장난,심심해서 아무 앱이나 눌러봤어  
심심,장난,지금 인형이랑 말장난 중이야  
심심,장난,심심해서 바닥 문양 세면서 장난 중이야  
심심,장난,친구 이름으로 라임 놀이 중이야  
심심,장난,심심해서 괜히 손가락으로 북치는 중이야  
심심,장난,창문에 입김 내서 하트 그렸어  
심심,장난,심심해서 물컵으로 소리 내기 놀이했어  
심심,장난,친구한테 이상한 밈 보냈더니 바로 반응 옴  

심심,중립,오늘은 그냥 조용했어  
심심,중립,그냥 무난한 하루였어  
심심,중립,기분이 나쁘지도 좋지도 않아  
심심,중립,별일 없이 하루가 지나갔어  
심심,중립,평범한 하루였던 것 같아  
심심,중립,그냥 그런 하루였어  
심심,중립,오늘은 딱히 할 말이 없어  
심심,중립,하루가 금방 지나갔어  
심심,중립,조용하게 하루를 보냈어  
심심,중립,기분이 딱히 변하지 않았어  
심심,중립,그냥 일상적인 하루야  
심심,중립,평온하게 하루가 끝났어  
심심,중립,그럭저럭 괜찮은 하루였어  
심심,중립,오늘은 그냥 담담했어  
심심,중립,기분이 크게 오르내리진 않았어  
심심,중립,무난하게 하루를 보냈어  
심심,중립,특별한 일은 없었어  
심심,중립,그냥 시간 가는 대로 보냈어  
심심,중립,하루가 평범하게 지나갔어  
심심,중립,그냥 오늘은 잔잔했어  
심심,중립,별다른 감정 없이 하루를 마무리했어  
심심,중립,평소랑 다를 게 없는 하루였어  
심심,중립,기분이 차분했어  
심심,중립,그냥 흘러가는 대로 지냈어  
심심,중립,하루가 조용하게 흘러갔어  
심심,중립,오늘은 유난히 평온했어  
심심,중립,기분이 딱히 변하지 않았어  
심심,중립,그냥 담담하게 하루를 보냈어  
심심,중립,오늘은 생각 없이 지냈어  
심심,중립,기분이 고요했어  
심심,중립,그냥 아무 감정 없이 하루가 지나갔어  
심심,중립,마음이 잔잔했어  
심심,중립,그냥 무난하게 하루를 끝냈어  
심심,중립,오늘은 특별한 일 없이 지나갔어  
심심,중립,그냥 평범했어  
심심,중립,기분이 괜찮기도 하고 그냥 그렇기도 해  
심심,중립,조용히 하루를 마무리했어  
심심,중립,그냥 하루가 지나갔다는 느낌이야  
심심,중립,딱히 기분이 오르내리지 않았어  
심심,중립,오늘은 그냥 평온하게 지냈어  
심심,중립,무심하게 하루가 흘러갔어  
심심,중립,하루가 길지도 짧지도 않았어  
심심,중립,기분이 안정돼 있었어  
심심,중립,그냥 차분하게 하루를 보냈어  
심심,중립,별다른 생각 없이 하루가 끝났어  
심심,중립,그럭저럭 괜찮은 하루였던 것 같아  
심심,중립,조용한 하루가 나쁘진 않았어  
심심,중립,그냥 일상적으로 하루를 보냈어  
심심,중립,오늘은 평범하게 흘러갔어  
심심,중립,기분이 무난했어  
심심,중립,그냥 오늘은 그런 날이야  
심심,중립,특별할 것도 없고 나쁠 것도 없어  
심심,중립,마음이 조용했어  
심심,중립,기분이 크게 움직이지 않았어  
심심,중립,그냥 평범한 하루야  
심심,중립,오늘은 일찍 자려고  
심심,중립,그냥 무덤덤하게 하루를 보냈어  
심심,중립,하루가 느긋하게 흘러갔어  
심심,중립,기분이 차분하고 고요했어  
심심,중립,오늘은 별일 없었어  
심심,중립,그냥 일상적인 하루였어  
심심,중립,하루가 무난하게 지나갔어  
심심,중립,기분이 편안했어  
심심,중립,조용한 하루가 좋았어  
심심,중립,그냥 마음이 안정돼 있었어  
심심,중립,기분이 평탄했어  
심심,중립,그냥 아무 일도 없어서 좋았어  
심심,중립,오늘은 그냥 쉬는 날처럼 느껴졌어  
심심,중립,기분이 담백했어  
심심,중립,그냥 하루가 지나가서 다행이야  
심심,중립,오늘은 생각이 별로 없었어  
심심,중립,기분이 가볍지도 무겁지도 않아  
심심,중립,그냥 마음이 조용해  
심심,중립,오늘은 그냥 나쁘지 않았어  
심심,중립,그냥 하루가 지나간 게 신기해  
심심,중립,별 감정 없이 하루가 끝났어  
심심,중립,그냥 평범하게 하루를 마무리했어  
심심,중립,기분이 흐트러지지 않았어  
심심,중립,오늘은 차분하게 하루를 보냈어  
심심,중립,그냥 무감정하게 하루가 흘렀어  
심심,중립,기분이 편안하고 조용했어  
심심,중립,그냥 아무 생각 없이 하루를 보냈어  
심심,중립,오늘은 특별할 것 없는 하루야  
심심,중립,기분이 딱 중간이야  
심심,중립,그냥 아무 감정이 안 들어  
심심,중립,조용하게 하루를 정리했어  
심심,중립,그냥 담백한 하루였어  
